task_id,method_id,resolution,precision_class,n_pairs,pose_valid,pose_auc_5,pose_auc_10,pose_auc_20,success_count_5,success_count_10,success_count_20
sthereo_day_night_thermal_thermal,matchanything-eloftr,128,mp,100,93,0.6864766613687434,2.5229720780590137,8.156459544451762,1,7,20
sthereo_day_night_thermal_thermal,matchanything-eloftr,256,fp16,100,99,4.724652266153203,9.226532349952436,18.01194011074147,9,21,32
sthereo_day_night_thermal_thermal,matchanything-eloftr,256,fp32,100,98,4.434676880129873,9.559532480963773,18.49560508045945,8,19,33
sthereo_day_night_thermal_thermal,matchanything-eloftr,256,mp,100,98,3.830360268720818,9.050782965140275,18.100808439982213,8,19,34
sthereo_day_night_thermal_thermal,matchanything-eloftr,512,fp16,100,100,8.700599713874917,17.72204950267072,27.486306553816952,18,33,40
sthereo_day_night_thermal_thermal,matchanything-eloftr,512,fp32,100,100,7.577627770099986,17.61821487379987,28.40560289642363,18,36,42
sthereo_day_night_thermal_thermal,matchanything-eloftr,512,mp,100,100,8.672745571787486,17.08319585019915,26.72372796090458,19,31,40
sthereo_day_night_thermal_thermal,matchanything-eloftr,1024,fp16,100,100,10.451251323397589,17.804426080583735,25.26748216045372,20,27,35
sthereo_day_night_thermal_thermal,matchanything-eloftr,1024,fp32,100,100,10.110010494819315,18.74160393341317,26.398057442807904,21,31,36
sthereo_day_night_thermal_thermal,matchanything-eloftr,1024,mp,100,100,12.48260926358819,21.667162228959835,30.45763524418589,24,35,42
sthereo_day_night_thermal_thermal,orb-cuda,128,native,100,0,0.0,0.0,0.0,0,0,0
sthereo_day_night_thermal_thermal,orb-cuda,256,native,100,33,0.0,0.0,0.5800204642676529,0,0,1
sthereo_day_night_thermal_thermal,orb-cuda,512,native,100,57,0.0,0.0,0.5767813688714689,0,0,1
sthereo_day_night_thermal_thermal,orb-cuda,1024,native,100,49,0.0,0.0,0.5962369392825813,0,0,1
sthereo_day_night_thermal_thermal,sift-gpu,128,native,100,2,0.0,0.0,0.0,0,0,0
sthereo_day_night_thermal_thermal,sift-gpu,256,native,100,6,0.0,0.0,0.0,0,0,0
sthereo_day_night_thermal_thermal,sift-gpu,512,native,100,3,0.0,0.0,0.6977109383893029,0,0,1
sthereo_day_night_thermal_thermal,sift-gpu,1024,native,100,2,0.0,0.0,0.0,0,0,0
sthereo_day_night_thermal_thermal,superpoint-lightglue,128,fp16,100,76,0.0,0.5284344700927855,4.679547872059751,0,1,13
sthereo_day_night_thermal_thermal,superpoint-lightglue,128,fp32,100,74,0.0,1.2957054266117862,4.452581771027617,0,3,15
sthereo_day_night_thermal_thermal,superpoint-lightglue,128,mp,100,75,1.058808446323665,3.3938626227582773,8.682631569216962,3,7,22
sthereo_day_night_thermal_thermal,superpoint-lightglue,256,fp16,100,91,1.6233276566459258,5.370016100985491,16.046251551608453,4,15,33
sthereo_day_night_thermal_thermal,superpoint-lightglue,256,fp32,100,92,1.857231445592048,5.07860944912352,12.994683782248572,5,11,29
sthereo_day_night_thermal_thermal,superpoint-lightglue,256,mp,100,93,1.156428545992645,4.620478378289763,15.186111219179082,2,13,33
sthereo_day_night_thermal_thermal,superpoint-lightglue,512,fp16,100,99,7.297951944555756,14.97435370646906,26.351426672756904,16,29,47
sthereo_day_night_thermal_thermal,superpoint-lightglue,512,fp32,100,97,4.276811670125072,11.60675233302183,22.26235072716216,10,24,42
sthereo_day_night_thermal_thermal,superpoint-lightglue,512,mp,100,100,4.603930417602466,10.45841141703939,20.58199140999081,9,21,40
sthereo_day_night_thermal_thermal,superpoint-lightglue,1024,fp16,100,87,5.056501290762817,8.568552100559309,14.065280874354318,9,15,23
sthereo_day_night_thermal_thermal,superpoint-lightglue,1024,fp32,100,88,4.362049724262042,8.538134997503446,16.236636465705118,7,16,30
sthereo_day_night_thermal_thermal,superpoint-lightglue,1024,mp,100,88,4.13981727295893,9.17462811719692,17.84476237093053,8,20,29
sthereo_day_night_thermal_thermal,superpoint-superglue,128,fp16,100,96,0.8333861039877242,2.375582051065249,7.870369913542341,2,5,23
sthereo_day_night_thermal_thermal,superpoint-superglue,128,fp32,100,96,1.0448766866791028,2.6441168545821725,7.3501914887317055,2,5,18
